branch,client_id,region,first_purchase,orders_count,payment_sum
SB,1921,Омская область,2014-13-01,20,440118.49
NK,1913,Республика Ингушетия,2011-30-08,1,33675.32
FE,1940,Камчатский край,2013-19-04,1,11044.03
NK,1914,Республика Ингушетия,2014-15-04,17,84128.90
SB,1922,Иркутская область,2013-15-06,34,746711.49
SB,1923,Красноярский край,2010-17-06,10,33171.46
UR,1919,Свердловская область,2011-15-11,12,21468.68
CE,1946,Костромская область,2015-18-02,5,180236.70
UR,1920,Курганская область,2013-30-04,8,34619.63
UR,1921,Ханты-Мансийский автономный округ,2011-19-10,21,375444.89
UR,1922,Челябинская область,2016-15-06,27,289032.36
FE,1941,Сахалинская область,2011-09-04,9,183575.96
VG,1991,Республика Марий Эл,2011-24-04,16,136229.26
FE,1942,Еврейская автономная область,2015-26-12,24,407910.53
NW,1926,Калининградская область,2015-19-11,20,308901.89
NW,1927,Новгородская область,2010-26-11,23,335743.03
SB,1924,Томская область,2013-22-04,10,207147.46
SB,1925,Иркутская область,2011-18-10,6,74913.69
SO,1955,Севастополь,2012-28-12,23,86312.49
NW,1928,Ленинградская область,2015-30-03,24,11764.71
NW,1929,Ненецкий автономный округ,2011-27-05,1,57596.96
SB,1926,Забайкальский край,2015-24-03,5,47611.35
VG,1992,Республика Башкортостан,2012-26-09,12,520789.83
NW,1930,Калининградская область,2011-19-10,7,17040.85
CE,1947,Москва,2016-15-04,19,307628.90
SB,1927,Кемеровская область,2014-23-12,17,596759.80
NK,1915,Карачаево-Черкесская Республика,2012-23-12,1,26889.04
UR,1923,Ямало-Ненецкий автономный округ,2015-02-11,4,29815.16
SB,1928,Томская область,2015-03-07,22,539465.75
FE,1943,Приморский край,2013-21-03,21,46933.04
CE,1948,Тамбовская область,2015-16-04,4,40542.62
NW,1931,Калининградская область,2014-14-01,19,670173.57
NW,1932,Ненецкий автономный округ,2010-10-10,18,166101.24
CE,1949,Брянская область,2012-06-03,23,214145.20
VG,1993,Пензенская область,2014-13-10,11,112454.59
SO,1956,Севастополь,2013-07-11,15,514625.84
NK,1916,Кабардино-Балкарская Республика,2011-16-07,12,266996.93
UR,1924,Ханты-Мансийский автономный округ,2016-03-06,33,190866.39
NK,1917,Республика Ингушетия,2015-22-03,1,29220.82
CE,1950,Тульская область,2011-20-11,21,31976.50
NK,1918,Ставропольский край,2014-25-08,0,0.00
VG,1994,Чувашская Республика,2016-27-06,5,20464.74
UR,1925,Ханты-Мансийский автономный округ,2016-15-06,4,128339.75
SO,1957,Краснодарский край,2014-13-04,19,364573.93
FE,1944,Хабаровский край,2011-06-07,12,117751.48
NK,1919,Чеченская Республика,2013-23-01,11,161390.03
NK,1920,Республика Ингушетия,2015-30-06,26,86049.49
NW,1933,Псковская область,2016-25-02,0,0.00
SO,1958,Краснодарский край,2015-01-03,15,94547.66
UR,1926,Тюменская область,2010-17-11,25,176065.54
UR,1927,Ханты-Мансийский автономный округ,2012-30-11,20,255783.90
FE,1945,Сахалинская область,2013-08-05,2,22514.46
NK,1921,Республика Северная Осетия,2015-27-08,11,21397.01
NK,1922,Ставропольский край,2012-03-12,7,15994.36
SB,1929,Республика Хакасия,2016-02-04,10,18589.62
NW,1934,Республика Коми,2012-01-06,3,29801.98
FE,1946,Сахалинская область,2013-29-12,1,6667.12
NW,1935,Республика Коми,2011-09-03,9,197579.46
UR,1928,Курганская область,2011-14-12,1,6872.03
NW,1936,Ненецкий автономный округ,2011-22-12,9,185172.24
SB,1930,Республика Алтай,2015-11-01,1,6343.33
CE,1951,Тульская область,2015-10-12,15,412843.00
CE,1952,Московская область,2011-21-11,18,123611.59
SO,1959,Севастополь,2014-14-02,6,49546.68
SB,1931,Республика Бурятия,2010-24-04,6,84271.51
CE,1953,Брянская область,2016-29-03,16,366591.96
SB,1932,Республика Тыва,2011-20-04,7,25640.65
VG,1995,Саратовская область,2013-22-07,13,162838.52
CE,1954,Курская область,2013-08-08,35,985399.28
UR,1929,Ямало-Ненецкий автономный округ,2010-18-09,5,138391.02
FE,1947,Магаданская область,2014-01-07,13,107405.89
NK,1923,Республика Ингушетия,2016-17-07,12,38064.03
NK,1924,Карачаево-Черкесская Республика,2015-23-01,3,36119.87
SB,1933,Республика Хакасия,2012-21-07,4,28969.47
CE,1955,Ярославская область,2013-03-12,18,35275.24
SO,1960,Севастополь,2015-28-05,11,344774.85
FE,1948,Амурская область,2015-03-08,3,41299.83
SB,1934,Республика Алтай,2013-21-05,15,63227.92
NK,1925,Республика Дагестан,2015-17-08,12,59390.02
VG,1996,Чувашская Республика,2014-26-01,32,523707.81
UR,1930,Челябинская область,2012-20-01,1,115.78
VG,1997,Республика Башкортостан,2011-17-12,3,30334.06
VG,1998,Ульяновская область,2014-13-02,26,171008.34
UR,1931,Ханты-Мансийский автономный округ,2013-27-12,18,465932.72
VG,1999,Республика Башкортостан,2010-02-03,22,118873.05
VG,2000,Удмуртская Республика,2016-15-07,9,230282.42
FE,1949,Чукотский автономный округ,2010-29-06,8,149201.48
FE,1950,Амурская область,2010-20-09,18,132664.72
NW,1937,Санкт-Петербург,2014-05-02,5,61257.65
FE,1951,Магаданская область,2010-01-11,2,9486.20
UR,1932,Свердловская область,2011-11-08,7,126313.59
VG,2001,Удмуртская Республика,2014-20-08,21,678814.88
CE,1956,Москва,2012-19-12,4,62441.03
VG,2002,Республика Татарстан,2010-17-09,7,17485.09
UR,1933,Тюменская область,2013-09-02,6,287215.43
UR,1934,Ямало-Ненецкий автономный округ,2010-16-03,13,159476.00
SO,1961,Республика Калмыкия,2012-20-02,17,420215.82
UR,1935,Ханты-Мансийский автономный округ,2013-16-11,9,189717.16
CE,1957,Брянская область,2015-29-04,1,20760.63
UR,1936,Ханты-Мансийский автономный округ,2013-27-05,4,71823.95
NK,1926,Ставропольский край,2010-25-02,14,59479.06
CE,1958,Тверская область,2012-17-01,6,67537.15
CE,1959,Владимирская область,2014-24-03,23,386669.38
CE,1960,Москва,2011-07-11,14,449661.51
UR,1937,Ханты-Мансийский автономный округ,2011-10-03,7,55668.58
VG,2003,Кировская область,2015-05-05,30,134373.96
CE,1961,Ярославская область,2010-31-01,6,99250.16
SB,1935,Республика Алтай,2014-22-05,4,101446.30
SB,1936,Омская область,2013-20-01,22,529358.18
FE,1952,Республика Саха (Якутия),2014-01-11,2,2783.71
NK,1927,Карачаево-Черкесская Республика,2010-15-08,19,109869.57
FE,1953,Магаданская область,2010-04-04,28,646531.99
CE,1962,Калужская область,2014-10-08,6,110640.82
CE,1963,Тамбовская область,2013-24-11,8,108022.15
NK,1928,Республика Северная Осетия,2010-16-08,13,449476.58
NW,1938,Калининградская область,2011-17-08,23,458173.65
CE,1964,Ивановская область,2015-02-12,0,0.00
NW,1939,Санкт-Петербург,2011-16-08,5,31676.64
NW,1940,Вологодская область,2010-14-12,12,220794.67
NW,1941,Псковская область,2011-29-05,21,518441.69
SO,1962,Республика Адыгея,2013-06-10,9,176916.20
FE,1954,Магаданская область,2011-17-02,6,46565.93
SB,1937,Новосибирская область,2014-04-11,2,88626.20
SO,1963,Волгоградская область,2012-28-08,8,139390.52
SB,1938,Алтайский край,2016-16-02,15,437370.94
FE,1955,Приморский край,2011-03-04,6,3309.74
UR,1938,Ямало-Ненецкий автономный округ,2013-05-02,12,95961.84
SO,1964,Республика Калмыкия,2014-17-02,4,96115.11
VG,2004,Республика Башкортостан,2012-28-05,26,185803.39
UR,1939,Ханты-Мансийский автономный округ,2010-27-04,13,68974.92
CE,1965,Москва,2015-26-08,2,15060.84
SB,1939,Новосибирская область,2013-10-09,3,68538.94
SO,1965,Республика Адыгея,2016-18-04,9,121214.37
CE,1966,Рязанская область,2012-02-03,4,8873.20
UR,1940,Челябинская область,2014-08-06,1,22066.34
SB,1940,Республика Хакасия,2011-24-07,28,156458.86
VG,2005,Оренбургская область,2015-22-01,4,19839.48
SB,1941,Омская область,2014-16-07,11,31978.82
SO,1966,Республика Крым,2010-15-10,6,16326.00
SO,1967,Ростовская область,2015-12-09,3,46526.49
FE,1956,Хабаровский край,2012-14-06,7,158064.61
VG,2006,Республика Мордовия,2010-17-02,9,218274.47
VG,2007,Нижегородская область,2012-28-03,2,18915.57
UR,1941,Челябинская область,2013-01-09,2,32541.07
NW,1942,Ленинградская область,2014-06-03,5,4497.58
NK,1929,Республика Северная Осетия,2012-06-08,18,435171.94
SB,1942,Республика Хакасия,2012-04-10,7,53136.74
UR,1942,Курганская область,2016-23-07,15,356205.63
NW,1943,Псковская область,2010-08-10,5,64524.91
VG,2008,Оренбургская область,2014-16-07,14,83355.90
